Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
Activities and Travelling,"1. ""I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.""",22,3.21,5,"['went', 'trip', 'university', 'travel', 'club', 'accommodation', 'terrible', 'hotel', 'dirty', 'uncomfortable', 'really', 'detracted', 'overall', 'experience']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"2. ""I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.""",20,3.09,4,"['really', 'excited', 'go', 'weekend', 'trip', 'friend', 'transportation', 'ended', 'nightmare', 'bus', 'broke', 'side', 'road', 'ended', 'stranded', 'hour']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",21,0.14,2,"['wish', 'affordable', 'travel', 'option', 'student', 'hard', 'justify', 'spending', 'ton', 'money', 'trip', 'already', 'struggling', 'make', 'end', 'meet', 'tuition', 'living', 'expense']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",20,2.04,2,"['love', 'exploring', 'new', 'place', 'trying', 'new', 'thing', 'hard', 'student', 'budget', 'wish', 'free', 'low', 'cost', 'activity', 'available', 'area']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",26,1.38,4,"['went', 'trip', 'nearby', 'city', 'school', 'travel', 'program', 'felt', 'like', 'get', 'see', 'much', 'could', 'itinerary', 'packed', 'enough', 'time', 'really', 'explore', 'enjoy', 'location']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"6. ""I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.""",17,1.54,5,"['always', 'looking', 'fun', 'interesting', 'thing', 'weekend', 'seems', 'like', 'everything', 'cost', 'money', 'wish', 'free', 'event', 'activity', 'available', 'student']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"7. ""I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.""",21,3.16,5,"['went', 'study', 'abroad', 'program', 'felt', 'like', 'get', 'enough', 'support', 'school', 'trouble', 'adjusting', 'new', 'culture', 'environment', 'wish', 'resource', 'available', 'help']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"8. ""I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.""",17,1.72,3,"['really', 'interested', 'outdoor', 'activity', 'like', 'hiking', 'camping', 'car', 'get', 'nearest', 'park', 'trail', 'frustrating', 'feel', 'like', 'missing', 'something', 'really', 'enjoy']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"9. ""I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.""",19,1.98,1,"['went', 'trip', 'student', 'organization', 'leader', 'seem', 'organized', 'always', 'running', 'late', 'missing', 'important', 'detail', 'made', 'trip', 'stressful', 'needed']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"10. ""I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.""",27,1.86,5,"['wish', 'opportunity', 'travel', 'explore', 'world', 'still', 'earning', 'college', 'credit', 'would', 'great', 'way', 'combine', 'academic', 'personal', 'interest']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"1. ""I love the study abroad programs offered by our university. They've given me the chance to see the world and experience new cultures, all while earning credit towards my degree.""",20,3.84,1,"['love', 'study', 'abroad', 'program', 'offered', 'university', 'given', 'chance', 'see', 'world', 'experience', 'new', 'culture', 'earning', 'credit', 'towards', 'degree']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"2. ""I wish there were more affordable travel options available for students. It's hard to save up enough money to take a trip when you're already paying for tuition, textbooks, and rent.""",25,2.42,3,"['wish', 'affordable', 'travel', 'option', 'available', 'student', 'hard', 'save', 'enough', 'money', 'take', 'trip', 'already', 'paying', 'tuition', 'textbook', 'rent']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"3. ""The university-sponsored trips and excursions are always a lot of fun, but they tend to fill up quickly. I wish there were more spots available so that more students could participate.""",18,2.95,5,"['university', 'sponsored', 'trip', 'excursion', 'always', 'lot', 'fun', 'tend', 'fill', 'quickly', 'wish', 'spot', 'available', 'student', 'could', 'participate']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"4. ""I really enjoy hiking and exploring the outdoors, but it can be tough to find good hiking trails and parks nearby. I wish there were more options available for students who want to get outside and explore.""",19,3.12,3,"['really', 'enjoy', 'hiking', 'exploring', 'outdoors', 'tough', 'find', 'good', 'hiking', 'trail', 'park', 'nearby', 'wish', 'option', 'available', 'student', 'want', 'get', 'outside', 'explore']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"5. ""I love going to concerts and music festivals, but it's hard to find events that fit within my budget. It would be great if the university offered discounted tickets to students for these types of events.""",23,2.93,4,"['love', 'going', 'concert', 'music', 'festival', 'hard', 'find', 'event', 'fit', 'within', 'budget', 'would', 'great', 'university', 'offered', 'discounted', 'ticket', 'student', 'type', 'event']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"6. ""I've always been interested in volunteering and giving back to my community, and the university has provided me with some great opportunities to do so. It's been really rewarding to be able to make a difference.""",27,2.47,2,"['always', 'interested', 'volunteering', 'giving', 'back', 'community', 'university', 'provided', 'great', 'opportunity', 'really', 'rewarding', 'able', 'make', 'difference']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"7. ""I wish there were more opportunities to connect with other students who have similar interests. It can be tough to find a community of like-minded individuals on such a large campus.""",26,3.06,3,"['wish', 'opportunity', 'connect', 'student', 'similar', 'interest', 'tough', 'find', 'community', 'like', 'minded', 'individual', 'large', 'campus']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"8. ""I really enjoy exploring new neighborhoods and trying new restaurants, but it can be tough to find affordable options. It would be great if the university offered a foodie club or something similar.""",20,2.61,1,"['really', 'enjoy', 'exploring', 'new', 'neighborhood', 'trying', 'new', 'restaurant', 'tough', 'find', 'affordable', 'option', 'would', 'great', 'university', 'offered', 'foodie', 'club', 'something', 'similar']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"9. ""I'm not really into partying or going out to bars, but it feels like that's the only social scene available on campus. I wish there were more options for students who want to have fun without drinking.""",24,2.77,5,"['really', 'partying', 'going', 'bar', 'feel', 'like', 'social', 'scene', 'available', 'campus', 'wish', 'option', 'student', 'want', 'fun', 'without', 'drinking']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"10. ""I love going to sporting events and cheering on our school's teams. It's a great way to feel connected to the university and get involved in the campus community.""",22,1.05,5,"['love', 'going', 'sporting', 'event', 'cheering', 'school', 'team', 'great', 'way', 'feel', 'connected', 'university', 'get', 'involved', 'campus', 'community']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"11. ""I wish there were more opportunities for outdoor recreation, like kayaking or camping. It would be great to be able to get away from campus and explore the natural beauty of the area.""",21,0.15,2,"['wish', 'opportunity', 'outdoor', 'recreation', 'like', 'kayaking', 'camping', 'would', 'great', 'able', 'get', 'away', 'campus', 'explore', 'natural', 'beauty', 'area']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"12. ""I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.""",25,0.38,3,"['really', 'interested', 'photography', 'tough', 'find', 'good', 'location', 'take', 'photo', 'wish', 'scenic', 'spot', 'around', 'campus', 'student', 'explore']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"13. ""I really enjoy attending lectures and talks on campus. It's a great way to learn new things and expand my knowledge beyond my coursework.""",26,0.95,4,"['really', 'enjoy', 'attending', 'lecture', 'talk', 'campus', 'great', 'way', 'learn', 'new', 'thing', 'expand', 'knowledge', 'beyond', 'coursework']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"14. ""I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.""",25,2.16,1,"['love', 'attending', 'film', 'screening', 'discussion', 'campus', 'great', 'way', 'engage', 'art', 'see', 'film', 'might', 'discovered']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",21,3.29,2,"['wish', 'opportunity', 'connect', 'alumnus', 'professional', 'field', 'would', 'great', 'network', 'get', 'advice', 'people', 'thing', 'going']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",21,0.36,3,"['love', 'taking', 'weekend', 'trip', 'nearby', 'city', 'town', 'great', 'way', 'see', 'new', 'place', 'experience', 'different', 'culture', 'without', 'spend', 'lot', 'money']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",21,3.74,4,"['really', 'enjoy', 'attending', 'book', 'club', 'literary', 'event', 'campus', 'great', 'way', 'engage', 'literature', 'connect', 'book', 'lover']",1,0,0,0,0,0,0,1,0
